generic-name,MachineLearningResearch-accession-number,type,unii,cas-number,iupac-name,smiles,Structure,Chembl,Average weight,Monoisotopic weight,Synonyms,Categories,Substituents
"Zinc sulfate, unspecified form",,Small Molecule,89DS0H96TB,Not Available,,,,,,,"0            Zinc sulfate, unspecified
1    Zinc sulfate, unspecified hydrate
Name: nan_synonyms, dtype: object","0    Agents for Treatment of Hemorrhoids and Anal F...
1                                        Metal cations
2                               Metal divalent cations
3                                      Vasoprotectives
4                                       Zinc Compounds
Name: nan_cat, dtype: object",
Influenza A virus A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2) antigen (formaldehyde inactivated),,Biotech,2ZSC17SIJ6,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Maryland/15/2016 BX-69A antigen (formaldehyde inactivated),,Biotech,M691J375MM,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (UV, formaldehyde inactivated)",,Biotech,D34GZG36OC,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza B virus B/Maryland/15/2016 BX-69A antigen (UV, formaldehyde inactivated)",,Biotech,E7BK55UK8C,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Andexanet alfa,,Biotech,BI009E452R,1262449-58-0,,,,,,,"0             Andexanet alfa
1                 r-Antidote
2    rfXa Inhibitor Antidote
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                               Antidotes
2                      Biological Factors
3               Blood Coagulation Factors
4                          Blood Proteins
5                              Coagulants
6                          Endopeptidases
7                                 Enzymes
8                   Enzymes and Coenzymes
9                                Factor X
10                             Hydrolases
11                     Peptide Hydrolases
12                               Proteins
13                  Serine Endopeptidases
14                       Serine Proteases
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Magnolia kobus bark,,Biotech,54LVP49595,Not Available,,,,,,,"0         Buergeria obovata bark
1          Kobushi magnolia bark
2         Magnolia borealis bark
3         Magnolia kobushii bark
4    Magnolia praecocossima bark
5      Magnolia pseudokobus bark
6         Magnolia thurberi bark
7         Michelia gracilis bark
8           Talauma obovata bark
9             Yulania kobus bark
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Kale,,Biotech,0Y3L4J38H1,Not Available,,,,,,,"0    Brassica oleracea subsp. acephala low fiber cu...
1    Brassica oleracea var. acephala low fiber cult...
2    Brassica oleracea var. viridis low fiber culti...
3                                            Kale leaf
4                                            Kale, raw
5                                             Kale,raw
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Sophora flavescens root,,Biotech,IYR6K8KQ5K,Not Available,,,,,,,"0                     Bitter root
1                  Dogol-evs root
2                         Ku shen
3                          Kushen
4        Lightyellow sophora root
5              Shargal lider root
6            Shrubby sophora root
7                   Sle-tres root
8        Sofora zheltovataya root
9       Sophora angustifolia root
10                   Sophora root
11    Sophorae flavescentis radix
12                 Sophorae radix
Name: nan_synonyms, dtype: object","0            Biological Products
1               Complex Mixtures
2    Pharmaceutical Preparations
3                 Plant Extracts
4             Plant Preparations
Name: nan_cat, dtype: object",
Lavender oil,,Biotech,ZBP1YXW0H8,8000-28-0,,,,,,,"0                                   Common lavender oil
1                                  English lavender oil
2                            Essential oil of lavendula
3                 Lavandula angustifolia (lavender) oil
4              Lavandula angustifolia flowering top oil
5                            Lavandula angustifolia oil
6     Lavandula angustifolia subsp. angustifolia flo...
7              Lavandula delphinensis flowering top oil
8                  Lavandula fragrans flowering top oil
9                     Lavandula minor flowering top oil
10              Lavandula officinalis flowering top oil
11                            Lavandula officinalis oil
12                    Lavandula spica flowering top oil
13                                  Lavandula spica oil
14                 Lavandula vulgaris flowering top oil
15                               Lavandulae aetheroleum
16                        Lavender flower oil lithuania
17                                Lavender oil bulgaria
18                                 Lavender oil extract
19                                  Lavender oil france
20                                  Lavender oil greece
21                                  Lavender oil russia
22                                Lavender volatile oil
23                                      Oil of lavender
Name: nan_synonyms, dtype: object","0             Angiosperms
1     Biological Products
2        Complex Mixtures
3             Embryophyta
4               Eukaryota
5               Lamiaceae
6                Lamiales
7                  Lipids
8          Nervous System
9                    Oils
10             Plant Oils
11     Plant Preparations
12          Psycholeptics
13           Streptophyta
14           Tracheophyta
15          Viridiplantae
Name: nan_cat, dtype: object",
Brown iron oxide,,Small Molecule,1N032N7MFO,52357-70-7,,,,,,,"0    Ferric carbonate, ferric hydroxide, ferrous hy...
1                         Iron carbonate, precipitated
2                                    Iron oxide, brown
3                                    Iron subcarbonate
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Lecanemab,,Biotech,12PYH0FTU9,1260393-98-3,,,,,,,"0    Immunoglobulin G1, anti-(human beta-amyloid pr...
1                                            Lecanemab
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                             Antibodies
2                 Antibodies, Monoclonal
3                         Blood Proteins
4                              Globulins
5                        Immunoglobulins
6                         Immunoproteins
7                               Proteins
8                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Patisiran,,Biotech,50FKX8CB2Y,1420706-45-1,,,,,,,"0    Patisiran
Name: nan_synonyms, dtype: object","0                         Antisense Elements (Genetics)
1     Compounds used in a research, industrial, or h...
2                               Decreased RNA Integrity
3                           Increased Protein Breakdown
4                                      Molecular Probes
5                                        Nervous System
6                                   Nucleic Acid Probes
7                                         Nucleic Acids
8           Nucleic Acids, Nucleotides, and Nucleosides
9                Other Miscellaneous Therapeutic Agents
10                                       RNA, Antisense
11                              RNA, Small Untranslated
12                                    RNA, Untranslated
13                                Small Interfering RNA
14               Transthyretin-directed RNA Interaction
Name: nan_cat, dtype: object",
Plantago ovata seed,,Biotech,K9NXW456E2,Not Available,,,,,,,"0               Blond psyllium
1              Blonde psyllium
2         Indian plantain seed
3              Indian psyllium
4                     Ispaghul
5                    Ispaghula
6            Ispaghula extract
7               Ispaghula husk
8               Ispaghula seed
9     Plantaginis ovatae semen
10    Plantaginis ovatae testa
11       Plantago brunnea seed
12    Plantago fastigiata seed
13    Plantago gooddingii seed
14     Plantago insularis seed
15        Plantago minima seed
16       Psyllium seed, blonde
Name: nan_synonyms, dtype: object","0     Alimentary Tract and Metabolism
1                         Angiosperms
2                 Biological Products
3              Bulk-Forming Laxatives
4                    Complex Mixtures
5              Drugs for Constipation
6                         Embryophyta
7                           Eukaryota
8             Gastrointestinal Agents
9                            Lamiales
10                          Laxatives
11        Pharmaceutical Preparations
12                     Plant Extracts
13                 Plant Preparations
14                     Plantaginaceae
15                       Streptophyta
16                       Tracheophyta
17                      Viridiplantae
Name: nan_cat, dtype: object",
Citrus bioflavonoids,,Small Molecule,BD70459I50,12002-36-7,,,,,,,"0           Bioflavonoids
1    Bioflavonoids,citrus
2     Citrus bioflavonoid
3      Hesperidin complex
Name: nan_synonyms, dtype: object","0                           Benzopyrans
1                             Chromones
2                            Flavonoids
3    Heterocyclic Compounds, Fused-Ring
4                                Pyrans
Name: nan_cat, dtype: object",
Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (formaldehyde inactivated),,Biotech,KMO6TK08J4,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Bambusa arundinacea stem,,Biotech,NRA4497HC5,Not Available,,,,,,,"0        Arundarbor agrestis stem
1     Arundarbor arundinacea stem
2          Arundarbor bambos stem
3          Arundarbor maxima stem
4      Arundarbor orientalis stem
5            Arundo agrestis stem
6             Arundo arborea stem
7              Arundo bamboo stem
8              Arundo bambos stem
9            Bambos agrestis stem
10        Bambos arundinacea stem
11             Bambos arundo stem
12             Bambos maxima stem
13          Bambusa agrestis stem
14       Bambusa arundinacea stem
15            Bambusa bambos stem
16            Bambusa maxima stem
17        Bambusa orientalis stem
18       Giant thorny bamboo stem
19       Gigantochloa maxima stem
20      Indian thorny bamboo stem
21       Nastus arundinaceus stem
22              Spiny bamboo stem
23             Thorny bamboo stem
24                    Vamsha stem
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Anemarrhena asphodeloides root,,Biotech,U0OC9BJL0I,Not Available,,,,,,,"0      Anemarrhena asphodeloides rhizome
1         Anemarrhena asphodeloides root
2                    Anemarrhena rhizome
3                   Anemarrhenae rhizoma
4                   Anemarrhenae rhizome
5             Common anemarrhena rhizome
6                    Knowing mother root
7     Terauchia anemarrhenifolia rhizome
8        Terauchia anemarrhenifolia root
9                                 Zhi mu
10                        Zhi mu rhizome
11                                 Zhimu
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Maryland/15/2016 antigen (formaldehyde inactivated),,Biotech,8V4458342X,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (propiolactone inactivated),,Biotech,A5WLI8WK8A,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Maryland/15/2016 antigen (propiolactone inactivated),,Biotech,MS1B94SD2A,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) recombinant hemagglutinin antigen,,Biotech,E3XPL2VG23,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Maryland/15/2016 recombinant hemagglutinin antigen,,Biotech,Z48BXE2O2P,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Lanadelumab,,Biotech,2372V1TKXK,1426055-14-2,,,,,,,"0         Lanadelumab
1    lanadelumab-flyo
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                              Antibodies
2                  Antibodies, Monoclonal
3       Antibodies, Monoclonal, Humanized
4          Blood and Blood Forming Organs
5                          Blood Proteins
6     Drugs Used in Hereditary Angioedema
7                               Globulins
8                         Immunoglobulins
9                          Immunoproteins
10                  Kallikrein Inhibitors
11            Plasma Kallikrein Inhibitor
12                               Proteins
13                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Barley malt syrup,,Biotech,22P8DKP670,Not Available,,,,,,,"0                                        Malt extract
1                                Malt extract, barley
2                  Maltose-rich malted barley extract
3    Sprouted hordeum vulgare oligosaccharide extract
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (UV, formaldehyde inactivated)",,Biotech,859BFU09M1,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (UV, formaldehyde inactivated)",,Biotech,AES2VA35QL,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (UV, formaldehyde inactivated)",,Biotech,30RDZ0VAIT,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (UV, formaldehyde inactivated)",,Biotech,1GDR3SOW66,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Texas/50/2012 (H3N2) live (attenuated) antigen,,Biotech,BVB4146A39,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Massachusetts/2/2012 live (attenuated) antigen,,Biotech,01MP33F412,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,Biotech,EU4437779D,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza B virus B/Wisconsin/1/2010) antigen (MDCK cell derived, propiolactone inactivated)",,Biotech,Not Available,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (formaldehyde inactivated),,Biotech,7ZQR4QA2KD,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (UV, formaldehyde inactivated)",,Biotech,822R37976Z,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (UV, formaldehyde inactivated)",,Biotech,G2JFU2T86J,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Serum, horse",,Biotech,QHD0E51VON,Not Available,,,,,,,"0    Horse serum, normal
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",,Biotech,W4B15Z80I6,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (formaldehyde inactivated),,Biotech,3Y5612490S,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Brisbane/59/2007 (H1N1) antigen (formaldehyde inactivated),,Biotech,2J092A2Q42,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (formaldehyde inactivated),,Biotech,46Z3N8299R,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Brisbane/59/2007 (H1N1) hemagglutinin antigen (formaldehyde inactivated),,Biotech,08MVT1AQQ9,Not Available,,,,,,,"0    Influenza A virus A/Brisbane/59/2007(H1N1) hem...
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),,Biotech,JJ3895I54I,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","0               Actively Acquired Immunity
1    Inactivated Influenza A Virus Vaccine
2                       Influenza Vaccines
3                                 Vaccines
4                           Viral Vaccines
Name: nan_cat, dtype: object",
Influenza A virus A/Brisbane/59/2007(H1N1) antigen (propiolactone inactivated),,Biotech,8C5Y219Z75,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","0               Actively Acquired Immunity
1    Inactivated Influenza A Virus Vaccine
2                       Influenza Vaccines
3                                 Vaccines
4                    Vaccines, Inactivated
5                           Viral Vaccines
Name: nan_cat, dtype: object",
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
Calcium polycarbophil,,Small Molecule,8F049NKY49,126040-58-2,,,,,,,"0     Calcium polycarbophil
1     Polycarbophil calcium
2    Polycarbophil, calcium
Name: nan_synonyms, dtype: object","0                       Alimentary Tract and Metabolism
1                                        Antidiarrheals
2                                Bulk-Forming Laxatives
3                                         Calcium Salts
4     Compounds used in a research, industrial, or h...
5                                Drugs for Constipation
6                               Gastrointestinal Agents
7                                             Laxatives
8                             Macromolecular Substances
9                                              Plastics
10                                             Polymers
11                                    Resins, Synthetic
Name: nan_cat, dtype: object",
Adenovirus type 7 vaccine live,,Biotech,TM54L796SN,Not Available,,,,,,,"0    Human adenovirus B serotype 7 strain 55142 ant...
Name: nan_synonyms, dtype: object","0              Actively Acquired Immunity
1                     Adenovirus Vaccines
2    Live Human Adenovirus Type 7 Vaccine
3                           Live vaccines
4                                Vaccines
5                          Viral Vaccines
Name: nan_cat, dtype: object",
Chamaecyparis obtusa leaf,,Biotech,7OL154J5XB,Not Available,,,,,,,"0          Hinoki cypress leaf
1    Hinoki false cypress leaf
2                  Hinoki leaf
3        Japanese cypress leaf
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Centella asiatica leaf,,Biotech,6810070TYD,Not Available,,,,,,,"0       Asiatic pennywort leaf
1               Gotu kola leaf
2    Hydrocotyle asiatica leaf
3      Hydrocotyle erecta leaf
4              Ji xue cao leaf
5            Mandukaparni leaf
6               Sheep-rot leaf
7               Spadeleaf leaf
8                Thankuni leaf
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Sambucus nigra flower,,Biotech,07V4DX094T,Not Available,,,,,,,"0                        Elder flower
1         European black elder flower
2    European black elderberry flower
3          European elderberry flower
4                        Sambuci flos
5                            Sambucus
6              Sambucus nigra extract
7            Sambucus nigra l. flower
Name: nan_synonyms, dtype: object","0                       Adoxaceae
1                     Angiosperms
2             Biological Products
3                Complex Mixtures
4                      Dipsacales
5                     Embryophyta
6                       Eukaryota
7     Pharmaceutical Preparations
8              Plant Preparations
9                        Sambucus
10                   Streptophyta
11                   Tracheophyta
12                  Viridiplantae
Name: nan_cat, dtype: object",
Rosemary oil,,Biotech,8LGU7VM393,8000-25-7,,,,,,,"0                                Oil of rosemary
1                              Rosemary leaf oil
2                             Rosemary oil egypt
3                            Rosemary oil france
4                           Rosemary oil morocco
5                             Rosemary oil spain
6                             Rosemary oleoresin
7                          Rosemary volatile oil
8                          Rosmarini aetheroleum
9     Rosmarinus officinalis (rosemary) leaf oil
10               Rosmarinus officinalis leaf oil
Name: nan_synonyms, dtype: object","0    Biological Products
1                 Lipids
2                   Oils
3             Plant Oils
4     Plant Preparations
Name: nan_cat, dtype: object",
Ginger oil,,Biotech,SAS9Z1SVUK,8007-08-7,,,,,,,"0                  Amomum angustifolium oil
1                       Amomum zingiber oil
2                        Amomum zinziba oil
3                           Ginger root oil
4                     Ginger root oil china
5                    Ginger root oil cochin
6                       Ginger volatile oil
7                   Zingiber aromaticum oil
8                Zingiber cholmondeleyi oil
9                    Zingiber missionis oil
10    Zingiber officinale (ginger) root oil
11                  Zingiber officinale oil
12          Zingiber officinale rhizome oil
13                 Zingiber sichuanense oil
14                    Zingiber zingiber oil
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Willow bark,,Biotech,S883J9JDYX,Not Available,,,,,,,"0     Salicis cortex
1              Salix
2    Salix spp. bark
Name: nan_synonyms, dtype: object","0                     Angiosperms
1             Biological Products
2                Complex Mixtures
3                     Embryophyta
4                       Eukaryota
5      Herbs and Natural Products
6                    Malpighiales
7     Pharmaceutical Preparations
8              Plant Preparations
9                         Rosanae
10                     Salicaceae
11                   Streptophyta
12                   Tracheophyta
13                  Viridiplantae
Name: nan_cat, dtype: object",
Turmeric oil,,Biotech,6KGS8SP16U,Not Available,,,,,,,"0                 Amomum curcuma root oil
1                   Curcuma brog root oil
2              Curcuma domestica root oil
3               Curcuma euchroma root oil
4       Curcuma longa (turmeric) root oil
5     Curcuma longa rhizome essential oil
6                  Curcuma longa root oil
7                Curcuma montana root oil
8             Curcuma ochrorhiza root oil
9              Curcuma soloensis root oil
10           Curcuma viridiflora root oil
11                 Kua domestica root oil
12              Stissera curcuma root oil
13                Stissera longa root oil
14                  Turmeric volatile oil
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Atractylodes lancea root,,Biotech,CAZ6282J2O,Not Available,,,,,,,"0              Acarna chinensis root
1          Atractylis chinensis root
2             Atractylis lancea root
3             Atractylis lyrata root
4           Atractylis ovata rhizome
5              Atractylis ovata root
6       Atractylis pinnatifolia root
7           Atractylis separate root
8     Atractylodes chinensis rhizome
9        Atractylodes chinensis root
10    Atractylodes erosodentata root
11       Atractylodes lancea rhizome
12          Atractylodes lyrata root
13           Atractylodes ovata root
14              Atractylodes rhizome
15      Atractylodis lanceae rhizoma
16                          Cang zhu
17                           Cangzhu
18             Giraldia stapfii root
19              Mao cang zhu rhizome
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Beef liver,,Biotech,W8N8R55022,Not Available,,,,,,,"0                     Beef, liver
1                 Bos bovis liver
2    Bos primigenius taurus liver
3                Bos taurus liver
4                    Bovine liver
5                       Cow liver
Name: nan_synonyms, dtype: object","0                      Cell-mediated Immunity
1                 Increased Histamine Release
2    Non-Standardized Food Allergenic Extract
Name: nan_cat, dtype: object",
Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen,,Biotech,29J08234MX,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Influenza B virus B/Colorado/06/2017 live (attenuated) antigen,,Biotech,RS6978S7U6,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)",,Biotech,72CM5JF07H,Not Available,,,,,,,"0    INFLUENZA A VIRUS A/BRISBANE/59/2007(H1N1) HEM...
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)",,Biotech,420U24CBE7,Not Available,,,,,,,"0    INFLUENZA A VIRUS A/URUGUAY/716/2007(H3N2) HEM...
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Damoctocog alfa pegol,,Biotech,BY4TSK952Y,1363853-26-2,,,,,,,"0    Damoctocog alfa pegol
Name: nan_synonyms, dtype: object","0    Blood Coagulation Factors
1             Pegylated agents
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Cemiplimab,,Biotech,6QVL057INT,1801342-60-8,,,,,,,"0         Cemiplimab
1    Cemiplimab-rwlc
Name: nan_synonyms, dtype: object","0                   Amino Acids, Peptides, and Proteins
1                                            Antibodies
2                                Antibodies, Monoclonal
3                                 Antineoplastic Agents
4                  Antineoplastic Agents, Immunological
5            Antineoplastic and Immunomodulating Agents
6                                        Blood Proteins
7                                  Cancer immunotherapy
8                                             Globulins
9                          Immune Checkpoint Inhibitors
10                                      Immunoglobulins
11                                       Immunoproteins
12                                        Immunotherapy
13    MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUG...
14                       Narrow Therapeutic Index Drugs
15    PD-1/PDL-1 (Programmed cell death protein 1/de...
16        Programmed Death Receptor-1 Blocking Antibody
17                                             Proteins
18                                      Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Bean,,Biotech,8WB9PV3YW5,Not Available,,,,,,,"0    FABOIDEAE SPP. SEED
Name: nan_synonyms, dtype: object","0                      Cell-mediated Immunity
1                 Increased Histamine Release
2    Non-Standardized Food Allergenic Extract
Name: nan_cat, dtype: object",
Camponotus pennsylvanicus,,Biotech,9J6GJ0890E,Not Available,,,,,,,"0                Black carpenter ant
1          Black carpenter ant whole
2    Camponotus pennsylvanicus whole
Name: nan_synonyms, dtype: object","0                              Cell-mediated Immunity
1                         Increased Histamine Release
2                            Increased IgG Production
3    Non-Standardized Insect Venom Allergenic Extract
Name: nan_cat, dtype: object",
"Smallpox (Vaccinia) Vaccine, Live",,Biotech,4SV59689SK,Not Available,,,,,,,"0                    Smallpox (vaccinia) vaccine, live
1                                     Smallpox vaccine
2                       Vaccinia virus live antigen, B
3    Vaccinia virus strain new york city board of h...
4    Vaccinia virus strain new york city board of h...
5                                           Vaccininum
6                                       Vaccinotoxinum
Name: nan_synonyms, dtype: object","0     Actively Acquired Immunity
1            Biological Products
2               Complex Mixtures
3    Live Vaccinia Virus Vaccine
4                       Vaccines
5                 Viral Vaccines
Name: nan_cat, dtype: object",
Elapegademase,,Biotech,9R3D3Y0UHS,1709806-75-6,,,,,,,"0         Elapegademase
1    Elapegademase-lvlr
Name: nan_synonyms, dtype: object","0                 Adenosine Deaminase Inhibitors
1                         Adjuvants, Immunologic
2            Amino Acids, Peptides, and Proteins
3                                Aminohydrolases
4     Antineoplastic and Immunomodulating Agents
5                              Enzyme Inhibitors
6                     Enzyme Replacement Therapy
7                                        Enzymes
8                          Enzymes and Coenzymes
9                                     Hydrolases
10                         Nucleoside Deaminases
11                              Pegylated agents
12                                      Proteins
13              Recombinant Adenosine Deaminases
14                          Recombinant Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Inotersen,,Biotech,0IEO0F56LV,1492984-65-2,,,,,,,"0    Inotersen
Name: nan_synonyms, dtype: object","0                         Antisense Elements (Genetics)
1                            Antisense Oligonucleotides
2     Compounds used in a research, industrial, or h...
3                               Decreased RNA Integrity
4                                        DNA, Antisense
5                           Increased Protein Breakdown
6                                  Laboratory Chemicals
7                                      Molecular Probes
8                                    Nephrotoxic agents
9                                        Nervous System
10                                  Nucleic Acid Probes
11                                        Nucleic Acids
12          Nucleic Acids, Nucleotides, and Nucleosides
13                                          Nucleotides
14                 Oligodeoxyribonucleotides, Antisense
15                                     Oligonucleotides
16                                      Polynucleotides
17                      Potential QTc-Prolonging Agents
18                                QTc Prolonging Agents
19               Transthyretin-directed RNA Interaction
Name: nan_cat, dtype: object",
MK-1454,,Small Molecule,Not Available,Not Available,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Emapalumab,,Biotech,3S252O2Z4X,1709815-23-5,,,,,,,"0         Emapalumab
1    emapalumab-lzsg
Name: nan_synonyms, dtype: object","0                Agents reducing cytokine levels
1            Amino Acids, Peptides, and Proteins
2                                     Antibodies
3                         Antibodies, Monoclonal
4     Antineoplastic and Immunomodulating Agents
5                                 Blood Proteins
6                                      Globulins
7                                Immunoglobulins
8                                 Immunoproteins
9                       Immunosuppressive Agents
10                  Interferon gamma Antagonists
11                      Interferon gamma Blocker
12                              Interferon-gamma
13           Lymphohistiocytosis, Hemophagocytic
14                                      Proteins
15                  Selective Immunosuppressants
16                               Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Calaspargase pegol,,Biotech,T9FVH03HMZ,941577-06-6,,,,,,,"0         Calaspargase pegol
1    calaspargase pegol-mknl
Name: nan_synonyms, dtype: object","0                                              Alcohols
1                                       Amidohydrolases
2                            Asparagine-specific Enzyme
3     Compounds used in a research, industrial, or h...
4                                               Enzymes
5                                 Enzymes and Coenzymes
6                                      Ethylene Glycols
7                                               Glycols
8                                            Hydrolases
9                             Macromolecular Substances
10                                             Polymers
Name: nan_cat, dtype: object",
Tagraxofusp,,Biotech,8ZHS5657EH,2055491-00-2,,,,,,,"0    Diphtheria toxin-il-3 fusion protein targeting...
1                                          Tagraxofusp
2                                     tagraxofusp-erzs
Name: nan_synonyms, dtype: object","0           Amino Acids, Peptides, and Proteins
1                         Antineoplastic Agents
2    Antineoplastic and Immunomodulating Agents
3                             CD123 Interaction
4                            CD123 Interactions
5                                    Cytotoxins
6                Narrow Therapeutic Index Drugs
7                                      Proteins
8                   Recombinant Fusion Proteins
9                          Recombinant Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
